series_name,director_name,genre,ratings,performers,ott_platform
Mayans M.C. Season 1,"Elgin James, Rachel Goldberg, Guy Ferland, Norberto Barba, Batan Silva, Peter Weller, Hanelle M. Culpepper, Félix Enríquez Alcalá",Unknown,5.0,"J. D. Pardo, Clayton Cardenas, Sarah Bolger, Michael Irby, Carla Baratta, Richard Cabral, Raoul Trujillo, Raoul Max Trujillo, Antonio Jaramillo, Danny Pino, Edward James Olmos",Disney+ Hotstar
Jack Ryan Season 1,No description available,Action Drama Political thriller Spy thriller,2.0,"John Krasinski, Wendell Pierce, Abbie Cornish, Ali Suliman, Dina Shihabi, John Hoogenakker, Noomi Rapace, Jordi Mollà, Francisco Denis, Cristina Umaña, Jovan Adepo, Michael Kelly",Prime Video
Ozark Season 2,No description available,Crime drama Serial drama,3.531681244,"Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner, Julia Garner, Jordana Spiro, Jason Butler Harner, Esai Morales, Peter Mullan, Lisa Emery, Charlie Tahan, Janet McTeer, Tom Pelphrey, Jessica Frances Dukes",Netflix
Paradise PD Season 1,"Brian Mainolfi, Lauren Andrews, Matt Garofalo, Fill Marc Sagadraca",Adult animation Animated sitcom Crime,3.531681244,"Sarah Chalke, David Herman, Tom Kenny, Kyle Kinane, Cedric Yarbrough, Dana Snyder, Waco O'Guin, Roger Black, Dana Snyder",Netflix
Ghoul,Patrick Graham,Horror Thriller,3.531681244,"Radhika Apte, Manav Kaul, S. M. Zaheer, Ratnabali Bhattacharjee, Mahesh Balraj, Resh Lamba, Mallhar Goenka, Rohit Pathak, Robin Das, Surender Thakur",Netflix
All or Nothing: Manchester City,Manuel Huerga,Documentary,3.531681244,"Ben Kingsley, Pep Guardiola, Raheem Sterling, Phil Foden, Ederson Moraes, Vincent Kompany, Kevin De Bruyne, Gabriel Jesus, Fernandinho, Sergio Aguero, Claudio Bravo, Ilkay Gundogan, Bernardo Silva, John Stones, David Silva, Kyle Walker, Ferran Soriano, Nicolas Otamendi",Prime Video
Disenchantment Season 1,"Dwayne Carey-Hill, Frank Marino, Wes Archer, David D. Au, Ira Sherak, Albert Calleros, Peter Avanzino, Brian Sheesley",Animated sitcom Fantasy Adventure Satire,3.531681244,"Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio, David Herman, Maurice LaMarche, Billy West, Tress MacNeille, Rich Fulcher, Lucy Montgomery",Netflix
Better Call Saul Season 4,"Minkie Spiro, Michelle MacLaren, Daniel Sackheim, John Shiban, Michael Morris, Andrew Stanton, Deborah Chow, Jim McKay, Vince Gilligan, Adam Bernstein",Unknown,3.531681244,"Bob Odenkirk, Jonathan Banks, Rhea Seehorn, Patrick Fabian, Michael Mando, Michael McKean, Giancarlo Esposito, Tony Dalton",Netflix
College Romance Season 1,Apoorv Singh Karki,Drama Comedy,3.3,"Manjot Singh, Apoorva Arora, Keshav Sadhna, Gagan Arora, Shreya Mehta",SonyLIV
Iliza Shlesinger: Elder Millennial,Steve Paley,Comedy,3.531681244,"Iliza Shlesinger, Hunter Hill",Netflix
Snowfall Season 2,No description available,Crime drama Serial drama,3.531681244,"Damson Idris, Carter Hudson, Emily Rios, Sergio Peris-Mencheta, Michael Hyatt, Amin Joseph, Angela Lewis, Juan Javier Carden, Isaiah John, Filipe Valle Costa, Alon Aboutboul, Malcolm Mays, Marcus Henderson, Kevin Carroll",Disney+ Hotstar
Comicstaan Season 1,Khuzema Haveliwala,Unknown,3.531681244,"Biswa Kalyan Rath, Tanmay Bhat, Sapan Verma, Kaneez Surka, Kanan Gill, Kenny Sebastian, Naveen Richard, Nishant Suri, Shankar Chugani, Rahul Dua, Rueben Kaduskar, Shashwat Maheshwari, Saurav Mehta, Arnav Rao, Aishwarya Mohanraj, Prashashti Singh, Sejal Bhat",Prime Video
Yeh Meri Family Season 1,Sameer Saxena,Drama Comedy,4.6,"Vishesh Bansal, Mona Singh, Akarsh Khurana, Ahan Nirban, Ruhi Khan, Prasad Reddy, Revathi Pillai, Brij Bhushan Shukla, Nishaad Javeri, Jai Shankar Tripathi, Burjor Dastur, Mazda Taraporewala, Abhinay Raj Singh, Dinesh, Mukesh Yadav",Amazon miniTV
Sacred Games Season 1,"Anurag Kashyap, Vikramaditya Motwane, Neeraj Ghaywan",Unknown,2.7,"Saif Ali Khan, Nawazuddin Siddiqui, Neeraj Kabi, Elnaaz Norouzi, Luke Kenny, Aamir Bashir, Shalini Vatsa, Jatin Sarna, Radhika Apte, Chittaranjan Tripathy, Pankaj Tripathi, Jitendra Joshi, Kubbra Sait, Rajshri Deshpande, Surveen Chawla, ",Netflix
Queer Eye Season 2,Hisham Abed,Reality television,3.531681244,"Tan France, Jonathan Van Ness, Antoni Porowski, Karamo Brown, Bobby Berk",Netflix
Succession Season 1,"Adam McKay, Mark Mylod, Adam Arkin, Andrij Parekh, Miguel Arteta, S. J. Clarkson",Unknown,3.531681244,"Hiam Abbass, Nicholas Braun, Brian Cox, Brian Cox, Kieran Culkin, Peter Friedman, Natalie Gold, Matthew Macfadyen, Alan Ruck, Sarah Snook, Jeremy Strong, Jeremy Strong, Rob Yang",JioCinema
Fauda Season 2,Rotem Shamir,Action Serial drama Psychological thriller Political thriller Espionage thriller,3.531681244,"Lior Raz, Itzik Cohen, Neta Garty, Rona-Lee Shimon, Doron Ben-David, Jonathan Avigdori, Yaakov Zada-Daniel, Boaz Konforty, Idan Amedi, Aylam Orian, Matt Gottlieb, Assaf Cohen, Tsahi Halevi, Shadi Mar'i, Adam Karst",Netflix
Chacha Vidhayak Hain Humare Season 1,Vikas Chandra,Comedy,3.531681244,"Zakir Khan, Vyom Sharma, Kumar Varun, Venus Singh, Alka Amin, Pritha Bakshi, Gaurav Sharma, Zakir Hussain, Abhimanyu Singh, Rohit Kp, Vineet Sharma",Amazon miniTV
My Next Guest Needs No Introduction with David Letterman Season 1,No description available,Talk show,3.531681244,"David Letterman, Barack Obama, George Clooney, Malala Yousafzai, Jay-Z, Tina Fey, Howard Stern",Netflix
Cobra Kai Season 1,"Jon Hurwitz, Hayden Schlossberg, Jennifer Celotta, Josh Heald, Steve Pink",Comedy drama Action Martial arts,4.5,"Ralph Macchio, William Zabka, Courtney Henggeler, Xolo Maridueña, Tanner Buchanan, Mary Mouser, Jacob Bertrand, Gianni DeCenzo, Martin Kove, Vanessa Rubio, Peyton List, Peyton List",Netflix
Westworld Season 2,No description available,Drama Action-adventure Dystopian Science fiction Western,3.531681244,"Evan Rachel Wood, Thandiwe Newton, Jeffrey Wright, James Marsden, Tessa Thompson, Fares, Luke Hemsworth, Louis Herthum, Simon Quarterman, Talulah Riley, Rodrigo Santoro, Gustaf Skarsgård, Ed Harris, Ingrid Bolsø Berdal, Clifton Collins Jr., Angela Sarafyan, Katja Herbers, Shannon Woodward, Anthony Hopkins, Zahn McClarnon",JioCinema
Lost in Space Season 1,"Tim Southam, Stephen Surjik, Neil Marshall, Deborah Chow, Vincenzo Natali, David Nutter, Alice Troughton",Science fiction Adventure Family drama,3.531681244,"Molly Parker, Toby Stephens, Maxwell Jenkins, Taylor Russell, Mina Sundwall, Ignacio Serricchio, Parker Posey, Brian Steele, Ajay Friese, Sibongile Mlambo",Netflix
A Series of Unfortunate Events Season 2,"Barry Sonnenfeld, Bo Welch, Allan Arkush, Loni Peristere",Black comedy Drama [ 1 ],3.531681244,"Patrick Warburton, Neil Patrick Harris, Lucy Punch, Malina Weissman, Louis Hynes, Presley Smith, Matty Cardarople, John DeSantis, Usman Ally, Jacqueline Robbins, Joyce Robbins, Roger Bart, Malcolm Stewart, B.J. Harrison, Bronwen Smith, Kitana Turnbull, Tony Hale, Ken Jenkins, Mindy Sterling, Carol Mansell, Ithamar Enriquez, David Alan Grier, Kerri Kenney, John Bobek, Kevin Cahoon, Bonnie Morgan, Robbie Amell",Netflix
Barry Season 1,"Bill Hader, Maggie Carey, Hiro Murai, Alec Berg",Black comedy [ 1 ] Comedy drama [ 2 ] Crime [ 3 ] Psychological drama [ 4 ] Tragicomedy [ 5 ] [ 6 ] [ 7 ],3.531681244,"Bill Hader, Stephen Root, Sarah Goldberg, Glenn Fleshler, Anthony Carrigan, Henry Winkler",JioCinema
Billions Season 3,"Colin Bucksey, Noah Emmerich, John Dahl, Matt Shakman, Michael Morris, Mike Binder, Stacie Passon, Jake Polonsky, Jessica Yu",Drama,3.531681244,"Paul Giamatti, Damian Lewis, Maggie Siff, Toby Leonard Moore, David Costabile, Condola Rashad, Jeffrey DeMunn, Malin Åkerman",Disney+ Hotstar
Queer Eye Season 1,Hisham Abed,Reality television,3.531681244,"Tan France, Jonathan Van Ness, Antoni Porowski, Karamo Brown, Bobby Berk",Netflix
Vikings Season 5,No description available,Unknown,0.5,"Travis Fimmel, Katheryn Winnick, Clive Standen, Jessalyn Gilsig, Gustaf Skarsgård, Gabriel Byrne, George Blagden, Donal Logue, Alyssa Sutherland, Linus Roache, Alexander Ludwig, Ben Robson, Kevin Durand, Lothaire Bluteau, John Kavanagh (actor)|John Kavanagh, Peter Franzén, J, Alex Høgh Andersen, Marco Ilsø, David Lindström, Jordan Smith (actor)|Jordan Patrick Smith, Moe Dunford, Jonathan Rhys Meyers, Danila Kozlovsky, Eric Johnson (actor)|Eric Johnson, Georgia Hirst, Ragga Ragnars, Ray Stevenson",Netflix
The Handmaid's Tale Season 1,No description available,Tragedy [ 1 ] [ 2 ] Dystopia,5.0,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel, Madeline Brewer, Ann Dowd, O. T. Fagbenle, Max Minghella, Samira Wiley, Amanda Brugel, Bradley Whitford, Sam Jaeger",Prime Video
Altered Carbon Season 1,"Miguel Sapochnik, Nick Hurran, Alex Graves, Uta Briesewitz, Andy Goddard, Peter Hoar",Cyberpunk,3.531681244,"Joel Kinnaman, James Purefoy, Martha Higareda, Chris Conner, Dichen Lachman, Ato Essandoh, Kristin Lehman, Trieu Tran, Renée Elise Goldsberry, Lela Loren, Simone Missick, Dina Shihabi, Torben Liebrecht",Netflix
Breathe,Mayank Sharma,Crime Drama Thriller,3.531681244,"R. Madhavan, Amit Sadh, Sapna Pabbi, Neena Kulkarni, Atharva Vishwakarma, Hrishikesh Joshi, Shriswara, Shrikant Yadav, Urmila Kanitkar, Madhura Naik, Kali Prasad Mukherjee, Jayashree Venketaramanan, Anuj Sachdeva",Prime Video
The Resident Season 1,"Rob Corn, Kelli Williams, Paul McCrane, David Crabtree, Rob Greenlea, James Whitmore Jr., Jann Turner, Bronwen Hughes, James Roday Rodriguez, Phillip Noyce, Thomas Carter, Bill D'Elia, Geary McLeod, David Rodriguez, Elizabeth Allen Rosenbaum, Nicole Rubio",Medical drama,3.531681244,"Matt Czuchry, Emily VanCamp, Manish Dayal, Shaunette Renée Wilson, Bruce Greenwood, Moran Atias, Merrin Dungey, Melina Kanakaredes, Malcolm-Jamal Warner, Glenn Morshower, Jane Leeves, Morris Chestnut",Disney+ Hotstar
Grace and Frankie Season 4,"Alex Hardcastle, Ken Whittingham, Rebecca Asher, Randall Keenan Winston, Gail Lerner, Alan Poul, Marta Kauffman",Unknown,3.531681244,"Jane Fonda, Lily Tomlin, Sam Waterston, Martin Sheen, Brooklyn Decker, Ethan Embry, June Diane Raphael, Baron Vaughn, Peter Cambor, Lindsey Kraft, Tim Bagley, Peter Gallagher, Marsha Mason",Netflix
Black Lightning Season 1,"Salim Akil, Oz Scott, Mark Tonderai, Michael Schultz, Rose Troche, Benny Boom, Bille Woodruff, Tanya Hamilton, Tawnia McKiernan, Eric Laneuville",Action Crime drama Science fiction Superhero,3.531681244,"Cress Williams, China Anne McClain, Nafessa Williams, Christine Adams, Krondon, Marvin ""Krondon"" Jones III, Damon Gupton, James Remar",Netflix
Crashing Season 2,"Ryan McFaul, Jude Weng, Gillian Robespierre, Oren Brimer",Unknown,3.531681244,"Pete Holmes, Artie Lange, Lauren Lapkus, George Basil, Jamie Lee, Penn Jillette, Dave Attell, Greer Barnes, Doug Benson, Gilbert Gottfried, Whitney Cummings, Emma Willmann, Mo Amer",JioCinema
The Chi Season 1,"Rick Famuyiwa, David Rodriguez, Tanya Hamilton, Darren Grant, Roxann Dawson, Zetna Fuentes, Justin Tipping",Unknown,3.531681244,"Jason Mitchell, Ntare Guma Mbaho Mwine, Michael Epps, Jacob Latimore, Alex Hibbert, Tiffany Boone, Yolonda Ross, Armando Riesco, Barton Fitzpatrick, Shamon Brown Jr., Birgundi Baker",Disney+ Hotstar
9-1-1 Season 1,"Bradley Buecker, Gwyneth Horder-Payton, Barbara Brown, Maggie Kiley",Procedural drama,3.531681244,"Angela Bassett, Peter Krause, Oliver Stark, Aisha Hinds, Kenneth Choi, Rockmond Dunbar, Connie Britton",Disney+ Hotstar
Black Mirror Season 4,"Owen Harris, James Hawes, Jodie Foster, Toby Haynes, John Hillcoat, Colm McCarthy, David Slade, Timothy Van Patten",Anthology Speculative fiction Science fiction Dystopia,3.531681244,"Maxine Peake, Jesse Plemons, Andrea Riseborough, Rosemarie DeWitt, Georgina Campbell, Douglas Hodge, Joe Cole, Cristin Milioti, Letitia Wright, Jake Davies, Andrew Gower, Brenna Harding, Kiran Sonia Sawar, Owen Teague, Jimmi Simpson, George Blagden, Babs Olusanmokun, Clint Dyer, Michaela Coel",Netflix
Peaky Blinders Season 4,"Otto Bathurst, Tom Harper, Colm McCarthy, Tim Mielants, David Caffrey, Anthony Byrne",Historical drama Crime drama,3.531681244,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Annabelle Wallis, Iddo Goldberg, Sophie Rundle, Joe Cole, Finn Cole, Charlotte Riley, Noah Taylor, Tom Hardy, Natasha O'Keeffe, Aimee-Ffion Edwards, Paddy Considine, Gaite Jansen, Alexander Siddig, Kate Phillips, Adrien Brody, Aidan Gillen, Charlie Murphy, Anya Taylor-Joy, Sam Claflin",Netflix
The Crown Season 2,No description available,Historical drama,3.531681244,"Claire Foy, Matt Smith, Vanessa Kirby, Eileen Atkins, Jeremy Northam, Victoria Hamilton, Ben Miles, Greg Wise, Jared Harris, John Lithgow, Alex Jennings, Lia Williams, Matthew Goode, Anton Lesser",Netflix
The Grand Tour Season 2,No description available,Motoring Entertainment,3.531681244,"Jeremy Clarkson, Richard Hammond, James May, Mike Skinner, Abbie Eaton, David Hasselhoff, Ricky Wilson, Kevin Pietersen, Brian Wilson, Hugh Bonneville, Casey Anderson, Michael Ball, Alfie Boe, Bill Bailey, Dominic Cooper, Mark Higgins, Luke Evans, Kiefer Sutherland, Anthony Joshua, Bill Goldberg, Stewart Copeland, Nick Mason, Dynamo, Penn & Teller, Rory McIlroy, Paris Hilton",Prime Video
The Big Bang Theory Season 11,"Mark Cendrowski, Anthony Rich, Nikki Lorre, Gay Linvill",Sitcom,3.531681244,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg, Kunal Nayyar, Mayim Bialik, Melissa Rauch, Kevin Sussman",Amazon Prime Video
Dark Season 1,Baran bo Odar,Science fiction Thriller Mystery Tragedy [ 1 ] [ 2 ] [ 3 ],5.0,"Louis Hofmann, Oliver Masucci, Julika Jenkins, Andreas Pietschmann, Maja Schöne, Lisa Vicari, Lisa Kreuzer, Jördis Triebel, Karoline Eichhorn, Mark Waschke, Daan Lennard Liebrenz, Moritz Jahn, Gina Alice Stiebitz, Paul Lux, Christian Pätzold, Sebastian Hülk, Sebastian Rudolph, Stephan Kampwirth, Peter Benedict, Deborah Kaufmann, Anne Ratte-Polle, Michael Mendl, Antje Traue, Anatole Taubman, Angela Winkler, Dietrich Hollinderbäumer, Barbara Nüsse",Netflix
The Punisher Season 1,"Jim O'Hanlon, Jeremy Webb, Jet Wilkinson, Andy Goddard, Tom Shankland, Antonio Campos, Kevin Hooks, Marc Jobst, Kari Skogland, Stephen Surjik, Dearbhla Walsh",Unknown,5.0,"Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Daniel Webber, Paul Schulze, Jason R. Moore, Michael Nathanson, Jaime Ray Newman, Deborah Ann Woll",Disney+ Hotstar
The Sinner Season 1,"Antonio Campos, Tucker Gates, Brad Anderson, Cherien Dabis, Jody Lee Lipes",Anthology Crime drama Mystery,3.531681244,"Bill Pullman, Jessica Hecht, Jessica Biel, Christopher Abbott, Dohn Norwood, Abby Miller",Netflix
Stranger Things Season 2,"Matt Duffer, Ross Duffer, Shawn Levy",Crime Drama Thriller,3.1,"Millie Bobby Brown, Winona Ryder, Noah Schnapp, David Harbour, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Joe Keery, Cara Buono",Netflix
Vikings Season 4,No description available,Unknown,3.531681244,"Travis Fimmel, Katheryn Winnick, Clive Standen, Jessalyn Gilsig, Gustaf Skarsgård, Gabriel Byrne, George Blagden, Donal Logue, Alyssa Sutherland, Linus Roache, Alexander Ludwig, Ben Robson, Kevin Durand, Lothaire Bluteau, John Kavanagh (actor)|John Kavanagh, Peter Franzén, J, Alex Høgh Andersen, Marco Ilsø, David Lindström, Jordan Smith (actor)|Jordan Patrick Smith, Moe Dunford, Jonathan Rhys Meyers, Danila Kozlovsky, Eric Johnson (actor)|Eric Johnson, Georgia Hirst, Ragga Ragnars, Ray Stevenson",Netflix
The Walking Dead Season 1,"Frank Darabont, Gwyneth Horder-Payton, Johan Renck, Ernest Dickerson, Guy Ferland",Horror [ 1 ] Drama [ 2 ] Zombie apocalypse Neo-Western [ 3 ],3.531681244,"Andrew Lincoln, Jon Bernthal, Sarah Wayne Callies, Laurie Holden, Jeffrey DeMunn, Steven Yeun, Chandler Riggs",Netflix
The Walking Dead Season 2,"Ernest Dickerson, Gwyneth Horder-Payton, Phil Abraham, Billy Gierhart, Guy Ferland, David Boyd, Michelle MacLaren, Clark Johnson, Greg Nicotero",Horror [ 1 ] Drama [ 2 ] Zombie apocalypse Neo-Western [ 3 ],5.0,"Andrew Lincoln, Jon Bernthal, Sarah Wayne Callies, Laurie Holden, Jeffrey DeMunn, Steven Yeun, Chandler Riggs, Norman Reedus",Netflix
The Walking Dead Season 3,"Ernest Dickerson, Billy Gierhart, Guy Ferland, Greg Nicotero, Dan Attias, Dan Sackheim, Lesli Linka Glatter, Seith Mann, Tricia Brock, David Boyd, Stefan Schwartz",Horror [ 1 ] Drama [ 2 ] Zombie apocalypse Neo-Western [ 3 ],4.5,"Andrew Lincoln, Sarah Wayne Callies, Laurie Holden, Steven Yeun, Chandler Riggs, Norman Reedus, Danai Gurira, Michael Rooker, David Morrissey",Netflix
The Walking Dead Season 4,"Greg Nicotero, Guy Ferland, Dan Sackheim, Tricia Brock, David Boyd, Michael Uppendahl, Jeremy Podeswa, Ernest Dickerson, Seith Mann, Julius Ramsay, Michael E. Satrazemis, Michelle MacLaren",Horror [ 1 ] Drama [ 2 ] Zombie apocalypse Neo-Western [ 3 ],3.531681244,"Andrew Lincoln, Norman Reedus, Steven Yeun, Lauren Cohan, Chandler Riggs, Danai Gurira, Melissa McBride, Scott Wilson, David Morrissey, Emily Kinney, Chad L. Coleman, Sonequa Martin-Green, Lawrence Gilliard Jr.",Netflix
The Walking Dead Season 5,"Greg Nicotero, David Boyd, Jeffrey F. January, Michael E. Satrazemis, Ernest Dickerson, Seith Mann, Billy Gierhart, Julius Ramsay, Larysa Kondracki, Jennifer Lynch",Horror [ 1 ] Drama [ 2 ] Zombie apocalypse Neo-Western [ 3 ],3.531681244,"Andrew Lincoln, Norman Reedus, Steven Yeun, Lauren Cohan, Chandler Riggs, Danai Gurira, Melissa McBride, Michael Cudlitz, Emily Kinney, Chad L. Coleman, Sonequa Martin-Green, Lawrence Gilliard Jr., Josh McDermitt, Christian Serratos, Alanna Masterson, Andrew J. West, Seth Gilliam",Netflix
The Walking Dead Season 6,"Greg Nicotero, Jennifer Lynch, Michael Slovis, Stephen Williams, Avi Youabian, Jeffrey F. January, David Boyd, Michael E. Satrazemis, Kari Skogland, Billy Gierhart, Alrick Riley",Horror [ 1 ] Drama [ 2 ] Zombie apocalypse Neo-Western [ 3 ],3.531681244,"Andrew Lincoln, Norman Reedus, Steven Yeun, Lauren Cohan, Chandler Riggs, Danai Gurira, Melissa McBride, Michael Cudlitz, Lennie James, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Alanna Masterson, Seth Gilliam, Alexandra Breckenridge, Ross Marquand, Austin Nichols, Tovah Feldshuh",Netflix
The Walking Dead Season 7,"Greg Nicotero, Alrick Riley, David Boyd, Darnell Martin, Michael E. Satrazemis, Rosemary Rodriguez, Jeffrey F. January, Kari Skogland, Alrick Riley, Michael Slovis",Horror Drama Zombie apocalypse,3.531681244,"Andrew Lincoln, Norman Reedus, Steven Yeun, Lauren Cohan, Chandler Riggs, Danai Gurira, Melissa McBride, Michael Cudlitz, Lennie James, Sonequa Martin-Green, Jeffrey Dean Morgan, Alanna Masterson, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Austin Nichols, Austin Amelio, Tom Payne, Xander Berkeley",Netflix
Money Heist Season 2,No description available,Heist Crime drama [ 1 ] Thriller,2.9,"Álvaro Morte, Pedro Alonso, Úrsula Corberó, Itziar Ituño, Enrique Arce, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Perić, María Pedraza, Paco Tous, Mario de la Rosa, Darko Perić, Fernando Soto, Roberto García Ruiz, Clara Alvarado, Ramón Agirre, Mari Carmen Sánchez",Netflix
Arrow Season 6,"James Bamford, Laura Belsey, Kevin Tancharoen, Gregory Smith, Joel Novoa, Antonio Negret, Gordon Verheul, Wendey Stanzler, Mairzee Almas, J.J. Makaro, Ken Shane, Kristin Windell, Mark Bunting, Ben Bray, Alexandra La Roche, Andi Armaganian, Tara Miele",Action Crime Drama Mystery Superhero,3.531681244,"Stephen Amell, David Ramsey, Willa Holland, Emily Bett Rickards, Echo Kellum, Rick Gonzalez, Juliana Harkavy, Katie Cassidy, Paul Blackthorne",Amazon Prime Video
Mr. Robot Season 3,No description available,Drama Techno-thriller Psychological thriller,3.531681244,"Rami Malek, Carly Chaikin, Portia Doubleday, Martin Wallström, Christian Slater, Michael Cristofer, Stephanie Corneliussen, Grace Gummer, BD Wong, Bobby Cannavale, Ashlie Atkinson, Elliot Villar",Amazon Prime Video
Riverdale Season 2,"Rob Seidenglanz, Allison Anders, Kevin Sullivan, Jason Stone, Ellen Pressman, Maggie Kiley, Dawn Wilkinson, Tim Hunter, Gregg Araki, Rachel Talalay, Julie Plec, David Katzenberg, Mark Piznarski, Sherwin Shilati, Alexis Ostrander, Jason Stone, Jennifer Phang, Gregory Smith, Cherie Nowlan, Steven A. Adelson",Musical Teen drama Mystery,3.531681244,"KJ Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry",Netflix
Legends of Tomorrow Season 3,"Rob Seidenglanz, Kevin Tancharoen, Ralph Hemecker, April Mullen, Dean Choe, Viet Nguyen, David Geddes, Mairzee Almas, Ben Bray, Kevin Mock, Alexandra La Roche, David Geddes, Mairzee Almas, Gregory Smith, Kevin Mock, Dermott Downs, Chris Tammaro",Action Comedy drama Science fiction Superhero Time travel,3.531681244,"Arthur Darvill, Caity Lotz, Brandon Routh, Franz Drameh, Ciara Renée, Amy Pemberton, Dominic Purcell, Wentworth Miller, Victor Garber, Matt Letscher, Maisie Richardson-Sellers, Nick Zano, Tala Ashe, Neal McDonough, Jes Macallan, Courtney Ford, Matt Ryan, Ramona Young, Olivia Swann, Adam Tsekhman, Shayan Sobhian, Lisseth Chavez",Prime Video
The Flash Season 4,"Glen Winter, Alexandra La Roche, Armen V. Kevorkian, Tom Cavanagh, Laura Belsey, Brent Crowell, David McWhirter, Dermott Downs, Stefan Pleszczynski, Philip Chipera, Chris Peppe, Tara Nicole Weyr, Ralph Hemecker, David McWhirter, Gregory Smith, Harry Jierjian, Kevin Smith, Hanelle Culpepper, Rachel Talalay, Rob J. Greenlea, Kevin Mock, Viet Nguyen",Unknown,3.531681244,"Grant Gustin, Candice Patton, Danielle Panabaker, Rick Cosnett, Carlos Valdes, Tom Cavanagh, Jesse L. Martin, Keiynan Lonsdale, Neil Sandilands, Hartley Sawyer, Danielle Nicolet, Jessica Parker Kennedy, Chris Klein, LaMonica Garrett, Efrat Dor, Kayla Compton, Brandon McKnight",Prime Video
The Orville Season 1,No description available,Unknown,3.531681244,"Seth MacFarlane, Adrianne Palicki, Penny Johnson Jerald, Scott Grimes, Peter Macon, Halston Sage, J. Lee, Mark Jackson, Jessica Szohr",Disney+ Hotstar
Supergirl Season 3,"Jesse Warn, David McWhirter, Dermott Downs, Kevin Smith, Rob Greenlea, Chad Lowe, Larry Teng, Larry Teng, Gregory Smith, Tawnia McKiernan",Action Drama Political Science fiction Superhero,3.531681244,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, Jeremy Jordan, David Harewood, Calista Flockhart, Chris Wood, Floriana Lima, Katie McGrath, Odette Annable, Jesse Rath, Sam Witwer, Nicole Maines, April Parker Jones, Azie Tesfai, Andrea Brooks, Julie Gonzalo, Staz Nair, LaMonica Garrett, Peta Sergeant",Prime Video
The Crown Season 1,No description available,Historical drama,4.8,"Claire Foy, Matt Smith, Vanessa Kirby, Eileen Atkins, Jeremy Northam, Victoria Hamilton, Ben Miles, Greg Wise, Jared Harris, John Lithgow, Alex Jennings, Lia Williams",Netflix
Top Boy Season 1,"Reinaldo Marcus Green, Nia DaCosta, Brady Hood, Aneil Karia",Unknown,3.531681244,"Ashley Walters, Kano, Michael Ward, Jasmine Jobson, Little Simz, Shone Romulus, Kadeem Ramsay, Araloyin Oshunremi, Joshua Blisset",Netflix
Lucifer Season 3,"Karen Gaviola, Louis Milito, Tara Nicole Weyr, Eagle Egilsson, Nathan Hope, Eduardo Sánchez, Marisol Adler, Greg Beeman, Mark Tonderai, Sherwin Shilati, Claudia Yarmy, Alrick Riley, Hanelle Culpepper, Jim Vickers, Lisa Demaine, Kevin Alejandro",Mystery Occult detective fiction Urban fantasy [ 1 ] Police procedural Comedy drama [ 2 ],3.531681244,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Rachael Harris, Aimee Garcia, Scarlett Estevez, Tricia Helfer, Tom Welling, Jeremiah Birkett, Colin Egglesfield, Kevin Carroll, Patrick Fabian, Charlyne Yi, Americus Abesamis, Marcus Anderson Jr., LaFonda Baker, Anthony Pierre Christopher, Sonia Beeksma, Christopher Boyer, Caroline Kwan, Ashton Moio, Myrasol Martinez",Netflix
The Good Doctor Season 1,"John Dahl, Steven DePaul, Larry Teng, Michael Patrick Jann, David Straiton, Nestor Carbonell, Bronwen Hughes, Michael Patrick Jann, Cherie Nowlan, Seth Gordon, Regina King, Allison Liddi-Brown, Bill D'Elia, Mike Listo",Medical drama,3.531681244,"Freddie Highmore, Nicholas Gonzalez, Antonia Thomas, Chuku Modu, Beau Garrett, Irene Keng, Hill Harper, Richard Schiff, Tamlyn Tomita, Fiona Gubelmann, Will Yun Lee, Christina Chang, Paige Spara, Jasika Nicole, Bria Samoné Henderson, Noah Galvin, Osvaldo Benavides",Amazon Prime Video
Bigg Boss Season 11,Ankur Poddar,Unknown,3.531681244,"Salman Khan, Shilpa Shinde, Hina Khan, Hiten Tejwani, Priyank Sharma, Benafsha Soonawalla, Arshi Khan, Zubair Khan, Sapna Choudhary, Shivani Durgah, Jyoti Kumari, Puneesh Sharma, Vikas Gupta, Bandgi Kalra, Sabyasachi Satpathi, Lucinda Nicholas, Luv Tyagi, Mehjabi Siddiqui, Akash Anil Dadlani",Voot
