series_name,director_name,genre,ratings,performers,ott_platform
This Is Us Season 2,"Ken Olin, John Fortenberry, John Requa, Glenn Ficarra, Regina King, Chris Koch, Zetna Fuentes, Uta Briesewitz, Joanna Kerns, Rebecca Asher",Comedy drama Family drama Romantic drama Tragedy,3.531681244,"Milo Ventimiglia, Mandy Moore, Sterling K. Brown, Chrissy Metz, Justin Hartley, Susan Kelechi Watson, Chris Sullivan, Jon Huertas, Alexandra Breckenridge, Eris Baker, Faithe Herman, Ron Cephas Jones",Amazon Prime Video
Big Mouth Season 1,"Bryan Francis, Joel Moser, Mike L. Mayfield",Unknown,3.531681244,"Nick Kroll, John Mulaney, Jessi Klein, Jason Mantzoukas, Nick Birch, Fred Armisen, Maya Rudolph, Jordan Peele, Jenny Slate, Andrew Rannells, Joe Wengert, Richard Kind, Jak Knight, Jon Daly, June Diane Raphael, Paula Pell, Neil Casey, Seth Morris, Jessica Chaffin, Gil Ozeri, Heather Lawless",Netflix
Better Things Season 2,Pamela Adlon,Comedy drama [ 1 ] [ 2 ],3.531681244,"Pamela Adlon, Mikey Madison, Hannah Alligood, Olivia Edward, Celia Imrie",Disney+ Hotstar
Outlander Season 3,"David Moore, Jennifer Getzinger, Brendan Maher, Norma Bailey, Charlotte Brändström, Denise Di Novi, Julian Holmes, , Matthew B. Robert",Historical fantasy Drama Adventure Romantic fantasy,3.531681244,"Caitríona Balfe, Sam Heughan, Duncan Lacroix, Sophie Skelton, Richard Rankin, Tobias Menzies, César Domboy, Lauren Lyle, John Bell, Graham McTavish, Grant O'Rourke, Caitlin O'Ryan, Romann Berrux, David Berry, Andrew Gower, Steven Cree, Keith Fleming, James Allenby-Kirk, Nell Hudson, Lotte Verbeek, Laura Donnelly, Bill Paterson, Gary Young, Scott Kyle, Wil Johnson, Iona Claire, Jim Sweeney, Nic Rasenti, Cameron Robertson",Netflix
Narcos Season 3,"Andi Baiz, Gabriel Ripstein, Josef Wladyka, Fernando Coimbra",Crime drama Biographical,3.531681244,"Pedro Pascal, Damián Alcázar, Alberto Ammann, Francisco Denis, Pêpê Rapazote, Matias Varela, Javier Cámara, Arturo Castro, Eric Lange, Andrea Londo, Kerry Bishé, Michael Stahl-David, Matt Whelan, José María Yazpik",Netflix
Ray Donovan Season 5,"David Hollander, John Dahl, Tucker Gates, Daisy von Scherler Mayer, Michael Uppendahl, Zetna Fuentes, Guy Ferland, Stephen Williams, Carl Franklin",Crime drama Family drama Psychological drama Neo-noir,3.531681244,"Liev Schreiber, Paula Malcomson, Eddie Marsan, Dash Mihok, Steven Bauer, Katherine Moennig, Pooch Hall, Kerris Dorsey, Devon Bagby, Jon Voight, Susan Sarandon, Graham Rogers",Voot
Rick and Morty Season 3,"Wesley Archer, Nathan Litz, Bryan Newton, Juan Jose Meza-Leon, Dominic Polcino, Anthony Chun",Adult animation Animated sitcom Adventure Black comedy Satire [ 1 ] Science fiction,3.531681244,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke",Netflix
Archer Season 8,No description available,Unknown,3.531681244,"H. Jon Benjamin, Judy Greer, Amber Nash, Chris Parnell, Aisha Tyler, Lucky Yates, Jessica Walter",Netflix
Ozark Season 1,No description available,Crime drama Serial drama,4.5,"Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner, Julia Garner, Jordana Spiro, Jason Butler Harner, Esai Morales, Peter Mullan, Lisa Emery, Charlie Tahan, Janet McTeer, Tom Pelphrey, Jessica Frances Dukes",Netflix
Game of Thrones Season 7,"David Nutter, Alan Taylor, Miguel Sapochnik, Mark Mylod, Jeremy Podeswa, David Benioff, D.B. Weiss, Matt Shakman",Action Adventure Fantasy [ 1 ] Serial drama [ 2 ] Tragedy [ 3 ] [ 4 ],2.8,"Peter Dinklage, Nikolaj Coster Waldau, Lena Headey, Emilia Clarke, Kit Harington, Aidan Gillen, Liam Cunningham, Sophie Turner, Maisie Williams, Nathalie Emmanuel, Gwendoline Christie, Conleth Hill, John Bradley, WestJohn Bradley, Isaac Hempstead Wright, Hannah Murray, Kristofer Hivju, Rory McCann, Iain Glen, Carice van Houten, Indira Varma, Alfie Allen, Jerome Flynn, Joe Dempsie",JioCinema
Inside Edge Season 1,"Karan Anshuman, Aakash Bhatia, Gurmmeet Singh, Kanishk Varma",Unknown,1.9,"Vivek Oberoi, Aamir B, Richa Chadda, Sapna Pabbi, Tanuj Virwani, Siddhant Chaturvedi, Angad Bedi, Sayani Gupta",Prime Video
Snowfall Season 1,No description available,Crime drama Serial drama,5.0,"Damson Idris, Carter Hudson, Emily Rios, Sergio Peris-Mencheta, Michael Hyatt, Amin Joseph, Angela Lewis, Juan Javier Carden, Isaiah John, Filipe Valle Costa, Alon Aboutboul, Malcolm Mays, Marcus Henderson, Kevin Carroll",Disney+ Hotstar
Sarabhai vs Sarabhai Season 2,No description available,Sitcom,3.531681244,"Satish Shah, Ratna Pathak Shah, Sumeet Raghavan, Rupali Ganguly, Rajesh Kumar, Arvind Vaidya, Deven Bhojani, Vaibhavi Upadhyaya, Aishwarya Sakhuja, Aatish Kapadia",Disney+ Hotstar
Money Heist Season 1,Álex Pina,Heist Crime drama [ 1 ] Thriller,2.9,"Álvaro Morte, Pedro Alonso, Úrsula Corberó, Itziar Ituño, Enrique Arce, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Perić, María Pedraza, Paco Tous, Mario de la Rosa, Darko Perić, Fernando Soto, Roberto García Ruiz, Clara Alvarado, Ramón Agirre, Mari Carmen Sánchez",Netflix
Dev DD Season 1,Ken Ghosh,Drama Romance,3.531681244,"Aasheema Vardhan, Akhil Kapur, Sanjay Suri, Suneel Sinha",ALTT (ALTBalaji)
Fargo Season 3,"Michael Uppendahl, Noah Hawley, Keith Gordon, Dearbhla Walsh, Mike Barker, John Cameron",Anthology Crime drama Noir Thriller Black comedy [ 1 ] [ 2 ],3.531681244,"Ewan McGregor, Carrie Coon, Mary Elizabeth Winstead, Goran Bogdan, David Thewlis, Billy Bob Thornton, Russell Harvard, Bokeem Woodbine, Brad Mann",Amazon Prime Video
Better Call Saul Season 3,"Vince Gilligan, John Shiban, Thomas Schnauz, Daniel Sackheim, Keith Gordon, Adam Bernstein, Minkie Spiro, Peter Gould",Crime drama [ 1 ] Legal drama [ 2 ] Black comedy [ 3 ] Tragedy [ 4 ] Neo-noir [ 5 ],3.531681244,"Bob Odenkirk, Jonathan Banks, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito, Michael McKean",Netflix
Prison Break Season 5,"Nelson McCormick, Maja Vrvilo, Guy Ferland, Kevin Tancharoen",Unknown,3.531681244,"Wentworth Miller, Dominic Purcell, Sarah Wayne Callies, Paul Adelstein, Rockmond Dunbar, Robert Knepper, Amaury Nolasco, Mark Feuerstein, Inbar Lavi, Augustus Prew",Disney+ Hotstar
Line Of Duty Season 4,"Jed Mercurio, John Strickland",Police procedural Serial drama,3.531681244,"Thandiwe Newton, Martin Compston, Vicky McClure, Adrian Dunbar, J",Netflix
Grace and Frankie Season 3,"Marta Kauffman, Arlene Sanford, Ken Whittingham, Alex Hardcastle, Rebecca Asher, Andy Ackerman, Melanie Mayron",Comedy,3.531681244,"Jane Fonda, Lily Tomlin, Sam Waterston, Martin Sheen, Brooklyn Decker, Ethan Embry, June Diane Raphael, Baron Vaughn, Ernie Hudson",Netflix
The Marvelous Mrs. Maisel Season 1,"Amy Sherman-Palladino, Daniel Palladino, Scott Ellis,",Comedy-drama Period drama,3.531681244,"Rachel Brosnahan, Alex Borstein, Michael Zegen, Marin Hinkle, Tony Shalhoub, Matilda Szydagis, Kevin Pollak, Caroline Aaron, Jane Lynch",Prime Video
Crashing Season 1,"Judd Apatow, Chris Kelly, Jeff Schaffer, Ryan McFaul",Comedy drama,3.531681244,"Pete Holmes, Artie Lange, Lauren Lapkus, George Basil, Dov Davidoff, Aparna Nancherla, Jermaine Fowler, Henry Zebrowski, Zach Cherry, T. J. Miller",JioCinema
Billions Season 2,"Reed Morano, Ryan Fleck, Anna Boden, Alex Gibney, Noah Emmerich, Steph Green, Adam Arkin, John Singleton, Oliver Hirschbiegel, Colin Bucksey, Ed Bianchi, Karyn Kusama",Drama,3.531681244,"Paul Giamatti, Damian Lewis, Maggie Siff, Malin Åkerman, Toby Leonard Moore, David Costabile, Condola Rashad, Asia Kate Dillon, Jeffrey DeMunn, Kelly AuCoin",Disney+ Hotstar
The Expanse Season 2,No description available,Science fiction Drama,3.531681244,"Thomas Jane, Steven Strait, Cas Anvar, Dominique Tipper, Wes Chatham, Paulo Costanzo, Florence Faivre, Shawn Doyle, Shohreh Aghdashloo, Frankie Adams, Cara Gee, Keon Alexander, Jasai Chase-Owens, Nadine Nicole",Prime Video
The Blacklist Season 5,"Bill Roe, Don Thorin, Adam Weisinger, Michael Watkins, Kurt Kuenne, Terrence O'Hara, Jean de Segonzac, Bill Roe, Michael Caracciolo, Paul Holahan, Andrew McCarthy, Solvan ""Slick"" Naim, Christine Gee, Donald Thorin, Jr., Cort Hessler, Bethany Rooney",Crime drama Action Thriller,3.531681244,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Mozhan Marnò, Hisham Tawfiq",Netflix
Riverdale Season 1,"Lee Toland Krieger, Mark Piznarski, Jesse Warn, Steven A. Adelson, Allison Anders, David Katzenberg, Lee Rose, Dawn Wilkinson, Kevin Sullivan, Rob Seidenglanz",Musical Teen drama Mystery,1.5,"KJ Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry",Netflix
A Series of Unfortunate Events Season 1,"Barry Sonnenfeld, Mark Palansky, Bo Welch",Black comedy Drama [ 1 ],3.531681244,"Patrick Warburton, Neil Patrick Harris, Malina Weissman, Louis Hynes, Presley Smith, K. Todd Freeman, Sara Canning, Cobie Smulders, Will Arnett, Matty Cardarople, John DeSantis, Usman Ally, Jacqueline Robbins, Joyce Robbins, Cleo King, Joan Cusack, Jack Forrester, Kaniel Jacob-Cross, Luke Camilleri, Aasif Mandvi, Matthew Walker, Alfre Woodard, Patrick Breen, Rob Labelle, Don Johnson, Rhys Darby, Catherine O'Hara, Dylan Kingwell, Avi Lake, Chris Gauthier",Netflix
Sherlock Season 4,"Rachel Talalay, Nick Hurran, Benjamin Caron",Crime Mystery Comedy drama,3.531681244,"Benedict Cumberbatch, Martin Freeman, Rupert Graves, Una Stubbs, Mark Gatiss, Louise Brealey, Andrew Scott, Amanda Abbington",Prime Video
Baked Season 2,Vishwajoy Mukherjee,Comedy,3.531681244,"Pranay Manchanda, Shantanu Anam, Manik Papneja, Kriti Vij, Maheep Singh, Ashish Dha, Rahul Tewari, Sidharth Bhardwaj, Gopal Verma, Abhilasha Sinha, Pankaj Sidana, Mohit Satyanand, Amrita Laljee, Neeti Kapur, Chakori Dwivedi",JioCinema
Fauda Season 1,Assaf Bernstein,Action Serial drama Psychological thriller Political thriller Espionage thriller,4.5,"Lior Raz, Itzik Cohen, Neta Garty, Rona-Lee Shimon, Doron Ben-David, Jonathan Avigdori, Yaakov Zada-Daniel, Boaz Konforty, Aylam Orian, Assaf Cohen, Tsahi Halevi, Shadi Mar'i, Adam Karst, Jameel Khoury",Netflix
The Grand Tour Season 1,No description available,Unknown,3.531681244,"Jeremy Clarkson, Richard Hammond, James May, Mike Skinner, Abbie Eaton, Jérôme d'Ambrosio, Armie Hammer, Jeremy Renner, Carol Vorderman, Hothouse Flowers, Charlize Theron, Simon Pegg, Jimmy Carr, Golden Earring, John Surtees, Bob Geldof, Kimi Räikkönen, Nena, Brian Johnson, Sir Chris Hoy, Tim Burton, Roger Daltrey, Wilko Johnson, Daniel Ricciardo",Prime Video
Koffee with Karan Season 5,Fazila Allana,Talk show,1.2,"Karan Johar, Shah Rukh Khan, Alia Bhatt, Akshay Kumar, Twinkle Khanna, Arjun Kapoor, Varun Dhawan, Ranbir Kapoor, Ranveer Singh, Aditya Roy Kapur, Parineeti Chopra, Salman Khan, Arbaaz Khan, Sohail Khan, Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Katrina Kaif, Anushka Sharma, Shahid Kapoor, Mira Rajput, Sidharth Malhotra, Jacqueline Fernandez, Kareena Kapoor Khan, Sonam Kapoor, Priyanka Chopra, Jackie Shroff, Tiger Shroff, Farah Khan, Sania Mirza, Saif Ali Khan, Kangana Ranaut, Shahid Kapoor, Zoya Akhtar, Kabir Khan, Imtiaz Ali, Kapil Sharma, Neha Dhupia, Malaika Arora, Ayan Mukerji, Rohan Joshi",Disney+ Hotstar
Little Things Season 1,Ajay Bhuyan,Drama,4.6,"Mithila Palkar, Dhruv Sehgal",Netflix
Black Mirror Season 3,"Owen Harris, James Hawes, Dan Trachtenberg, Jakob Verbruggen, James Watkins, Joe Wright",Anthology Speculative fiction Science fiction Dystopia,3.531681244,"Bryce Dallas Howard, Jerome Flynn, Wyatt Russell, Michael Kelly, Gugu Mbatha-Raw, Kelly Macdonald, Mackenzie Davis, Faye Marsay, Alex Lawther, Malachi Kirby, Hannah John-Kamen, Alice Eve, James Norton, Benedict Wong, Wunmi Mosaku, Madeline Brewer, Francis Magee, Cherry Jones",Netflix
Bigg Boss Season 10,No description available,Unknown,3.531681244,"Swami Om, Lopamudra Raut, Manveer Gurjar, Nitibha Kaul, Rohan Mehra, Gurbani Judge, Lokesh Sharma, Karan Mehra, Akanksha Sharma, Manu Punjabi, Gaurav Chopra, Priyanka Jagga, Rahul Dev, Navin Prakash, Antara Biswas",Voot
Legends of Tomorrow Season 2,"Dermott Downs, Michael Grossman, Kevin Tancharoen, Michael Allowitz, David Geddes, Cherie Nowlan, Gregory Smith, Ralph Hemecker, Eric Laneuville, Alice Troughton, Antonio Negret, Kevin Mock, Ben Bray, Mairzee Almas, Rob Seidenglanz",Action Comedy drama Science fiction Superhero Time travel,3.531681244,"Victor Garber, Brandon Routh, Arthur Darvill, Caity Lotz, Franz Drameh, Matt Letscher, Maisie Richardson-Sellers, Amy Pemberton, Nick Zano, Dominic Purcell",Prime Video
Supergirl Season 2,"Glen Winter, Rachel Talalay, James Marshall, James Bamford, Larry Teng, Stefan Pleszczynski, Kevin Smith, Rebecca Johnson, David McWhirter, Tawnia McKiernan, Michael Allowitz, John Medlen, Armen V. Kevorkian, Rob Greenlea, Ben Bray, Millicent Shelton",Action Drama Political Science fiction Superhero,3.531681244,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, Jeremy Jordan, Floriana Lima, Chris Wood, David Harewood",Prime Video
Arrow Season 5,"James Bamford, Gregory Smith, Dermott Downs, Laura Belsey, John Behring, Gordon Verheul, Antonio Negret, Mark Bunting, Ben Bray, Michael Schultz, Mary Lambert, Kristin Windell, Ken Shane, Kevin Tancharoen, JJ Makaro, Joel Novoa, Wendey Stanzler, Laura Belsey, Jesse Warn",Action Crime Drama Mystery Superhero,3.531681244,"Stephen Amell, David Ramsey, Katie Cassidy, Colin Donnell, Willa Holland, Susanna Thompson, Paul Blackthorne, Emily Bett Rickards, Colton Haynes, Caity Lotz, Manu Bennett, John Barrowman, Neal McDonough, Echo Kellum, Josh Segarra, Rick Gonzalez, Juliana Harkavy, Kirk Acevedo, Sea Shimooka, Katherine McNamara, Ben Lewis",Netflix
The Flash Season 3,"Jesse Warn, Ralph Hemecker, Armen V. Kevorkian, Stefan Pleszczynski, C. Kim Miles, JJ Makaro, Kevin Smith, Dermott Downs, Rachel Talalay, Millicent Shelton, Harry Jierjian, Rob Hardy, Dermott Daniel Downs, Alexandra La Roche, Gregory Smith, Nina Lopez-Corrado, Tom Cavanagh, Hanelle Culpepper, David McWhirter, Michael Allowitz",Superhero Drama Action,3.531681244,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Keiynan Lonsdale, Tom Cavanagh, Jesse L. Martin",Prime Video
Westworld Season 1,No description available,Drama Action-adventure Dystopian Science fiction Western,5.0,"Evan Rachel Wood, Thandie Newton, Thandiwe Newton, Jeffrey Wright, James Marsden, Ingrid Bolsø Berdal, Luke Hemsworth, Sidse Babett Knudsen, Simon Quarterman, Rodrigo Santoro, Angela Sarafyan, Shannon Woodward, Ed Harris, Anthony Hopkins, Ben Barnes, Clifton Collins Jr., Jimmi Simpson, Tessa Thompson, Fares, Louis Herthum, Talulah Riley, Gustaf Skarsgård, Katja Herbers, Zahn McClarnon, Aaron Paul, Vincent Cassel, Tao Okamoto",JioCinema
This Is Us Season 1,"John Requa & Glenn Ficarra, Ken Olin, George Tillman, Craig Zisk, Silas Howard, Sarah Pia Anderson, Uta Briesewitz, Helen Hunt, Timothy Busfield, Chris Koch, George Tillman Jr., Wendey Stanzler",Comedy drama Family drama Romantic drama Tragedy,3.531681244,"Milo Ventimiglia, Mandy Moore, Sterling K. Brown, Chrissy Metz, Justin Hartley, Susan Kelechi Watson, Chris Sullivan, Ron Cephas Jones",Amazon Prime Video
Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Comedy,3.531681244,Iliza Shlesinger,Netflix
The Blacklist Season 4,"Michael Watkins, Andrew McCarthy, John Terlesky, Bill Roe, Kurt Kuenne, Terrence O'Hara, Don Thorin, Edward Ornelas, Christine Gee, Michael Caracciolo, Jean de Segonzac",Crime drama Action Thriller,3.531681244,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Mozhan Marnò, Hisham Tawfiq",Netflix
Lucifer Season 2,"Nathan Hope, Louis Milito, Mairzee Almas, Ben Bray, Karen Gaviola, Eagle Egilsson, Tara Nicole Weyr, Greg Beeman, Alrick Riley, Claudia Yarmy, Brad Tanenbaum, Sherwin Shilati",Mystery Occult detective fiction Urban fantasy [ 1 ] Police procedural Comedy drama [ 2 ],3.531681244,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Rachael Harris, Aimee Garcia, Scarlett Estevez, Tricia Helfer, Jeremiah Birkett, Rebecca De Mornay, Jorden Birch, Michael Imperioli, Lindsey Gort, Tim DeKay, Chris Payne Gilbert, Colin Egglesfield, Joe Williamson, Christopher Boyer, Todd Simmons, Victoria Katongo, Andrew Beha",Netflix
The Big Bang Theory Season 10,"Mark Cendrowski, Anthony Rich, Nikki Lorre, Gay Linvill",Sitcom,3.531681244,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg, Kunal Nayyar, Mayim Bialik, Melissa Rauch, Kevin Sussman",Amazon Prime Video
Better Things Season 1,"Pamela Adlon, Nisha Ganatra, Lance Bangs, Louis C.K.",Comedy drama [ 1 ] [ 2 ],3.531681244,"Pamela Adlon, Mikey Madison, Hannah Alligood, Olivia Edward, Celia Imrie",Disney+ Hotstar
Tripling Season 1,"Rajesh Krishnan, Sameer Saxena",Drama,3.531681244,"Sumeet Vyas, Maanvi Gagroo, Amol Parashar, Kunaal Roy Kapur, Nidhi Bisht, Kumud Mishra, Gallina, Maria, Shivankit Singh Parihar, Anant Singh, Sarang Sathaye, Harman Wadala, Jasmeet Singh Bhatia, Cécile Jeanneret-Amour, Vaidehi, Mahnaz Damania, Shernaz Patel, Rita Rozer, Vijay Rajoria, Pramod, Rajesh Krishnan",TVFPlay
Narcos Season 2,"Gerardo Naranjo, Andrés Baiz, Josef Wladyka",Crime drama Biographical,3.531681244,"Wagner Moura, Boyd Holbrook, Pedro Pascal, Paulina Gaitán, Cristina Umaña, Joanna Christie, Paulina García, Raúl Méndez, Manolo Cardona, Bruno Bichir, Eric Lange, Florencia Lozano, Damián Alcázar, Alberto Ammann, Francisco Denis",Netflix
The Tick Season 1,"Wally Pfister, Romeo Tirone, Sheree Folkson, Lev L. Spiro, Thor Freudenthal, Kate Dennis, Rosemary Rodriguez",Unknown,3.531681244,"Peter Serafinowicz, Griffin Newman, Valorie Curry, Brendan Hines, Yara Martinez, Scott Speiser, Jackie Earle Haley",Prime Video
Peaky Blinders Season 3,"Otto Bathurst, Tom Harper, Colm McCarthy, Tim Mielants, David Caffrey, Anthony Byrne",Historical drama Crime drama,3.531681244,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Annabelle Wallis, Iddo Goldberg, Sophie Rundle, Joe Cole, Finn Cole, Charlotte Riley, Noah Taylor, Tom Hardy, Natasha O'Keeffe, Aimee-Ffion Edwards, Paddy Considine, Gaite Jansen, Alexander Siddig, Kate Phillips, Adrien Brody, Aidan Gillen, Charlie Murphy, Anya Taylor-Joy, Sam Claflin",Netflix
Supergirl Season 1,"Jesse Warn, Glen Winter, Larry Teng, Dermott Downs, Thor Freudenthal, Karen Gaviola, Kevin Tancharoen",Action Drama Political Science fiction Superhero,3.5,"Melissa Benoist, Chyler Leigh, David Harewood, Mehcad Brooks, Jeremy Jordan, Calista Flockhart, Peter Facinelli, Briana Venskus, Jenna Dewan, Helen Slater, Chris Vance, Jay Jackson, Dean Cain",Prime Video
Stranger Things Season 1,"Matt Duffer, Ross Duffer, Shawn Levy",Crime Drama Thriller,2.8,"Millie Bobby Brown, Winona Ryder, Noah Schnapp, David Harbour, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Joe Keery, Cara Buono",Netflix
Mr. Robot Season 2,Sam Esmail,Unknown,3.531681244,"Rami Malek, Carly Chaikin, Portia Doubleday, Martin Wallström, Christian Slater, Michael Cristofer, Stephanie Corneliussen, Grace Gummer, BD Wong",Amazon Prime Video
Devlok With Devdutt Pattanaik Season 2,Amit Kumar Jha,Unknown,3.531681244,"Devdutt Pattanaik, Rasika Duggal, Himanshi Choudhry",Discovery+
Outlander Season 2,"Metin Hüseyin, Anna Foerster, Mike Barker, Philip John, Douglas Mackinnon",Historical fantasy Drama Adventure Romantic fantasy,3.531681244,"Caitríona Balfe, Sam Heughan, Duncan Lacroix, Sophie Skelton, Richard Rankin, Tobias Menzies, Graham McTavish, Grant O'Rourke, Caitlin O'Ryan, Stephen Walters, Romann Berrux, Andrew Gower, Steven Cree, Nell Hudson, Lotte Verbeek, Laura Donnelly, Bill Paterson, Gary Lewis, Stanley Weber, Rosie Day, Scott Kyle, James Fleet, Robbie McIntosh, Dominique Pinon, Simon Callow, Claire Sermonne, Iona Claire, Adrienne-Marie Zitt, Jim Sweeney, Michèle Belgrand-Hodgson",Netflix
Ray Donovan Season 4,"John Dahl, Tucker Gates, Michael Uppendahl, David Hollander, Allen Coulter, Guy Ferland, Michael Apted, Phil Abraham, Liev Schreiber, Ed Bianchi, Robert McLachlan, Daisy von Scherler MayerStephen Williams, Tricia Brock, James Whitmore Jr.",Crime drama Family drama Psychological drama Neo-noir,3.531681244,"Liev Schreiber, Paula Malcomson, Eddie Marsan, Dash Mihok, Steven Bauer, Katherine Moennig, Pooch Hall, Kerris Dorsey, Devon Bagby, Jon Voight",Voot
The Night Of,"Steven Zaillian, James Marsh",Crime drama,3.531681244,"John Turturro, Riz Ahmed, Michael K. Williams, Bill Camp, Jeannie Berlin, Payman Maadi, Poorna Jagannathan, Glenne Headly, Amara Karan, BashyAshley Thomas, Paul Sparks, Sofia Black-D'Elia, Afton Williamson, Ben Shenkman, Chip Zien, Paulo Costanzo, Ned Eisenberg, Glenn Fleshler, Mohammad Bakri, Nabil Elouahabi",JioCinema
